Group,MediumID,PieceIndex,SourceExcelRow,ObservedP1,ObservedP2,OriginalStart,OriginalEnd,PieceStart,PieceEnd,PieceLength,Translation,BoundarySequence,ReconstructionType
3,A457,2,459,"2599.84808578285;-5000;-3453.82469485497","3730.38502585634;-2249.06243827263;-993.414593468929","3730.38502585634;-2249.06243827263;-993.414593468929","2265.94857369379;-5812.47828097376;-4180.4968656364","2599.84808578285;5000;-3453.82469485497","2265.94857369379;4187.52171902624;-4180.4968656364",1140.02731766199,"-0;10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A458,1,460,"2644.768876885;-1443.52713778499;5000","3356.61541786031;-266.301848361813;3119.91228873309","3356.61541786031;-266.301848361813;3119.91228873309","1828.82464848206;-2792.90530448755;7155.02447310865","3356.61541786031;-266.301848361813;3119.91228873309","2644.768876885;-1443.52713778499;5000",2329.6597781678,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A458,2,460,"2644.768876885;-1443.52713778499;5000","3356.61541786031;-266.301848361813;3119.91228873309","3356.61541786031;-266.301848361813;3119.91228873309","1828.82464848206;-2792.90530448755;7155.02447310865","2644.768876885;-1443.52713778499;-5000","1828.82464848206;-2792.90530448755;-2844.97552689135",2670.3402218322,"-0;-0;-10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A459,1,461,"2660.20225997244;167.983263353894;-2854.89884709205","5000;3565.49103718811;-2132.46832683517","2660.20225997244;167.983263353894;-2854.89884709205","5453.63520860012;4224.19290758382;-1992.4049725762","2660.20225997244;167.983263353894;-2854.89884709205","5000;3565.49103718811;-2132.46832683517",4188.03275943499,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A459,2,461,"2660.20225997244;167.983263353894;-2854.89884709205","5000;3565.49103718811;-2132.46832683517","2660.20225997244;167.983263353894;-2854.89884709205","5453.63520860012;4224.19290758382;-1992.4049725762","-5000;3565.49103718811;-2132.46832683517","-4546.36479139988;4224.19290758382;-1992.4049725762",811.967240565012,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A460,1,462,"2667.11551655743;-4578.02059768206;4020.77382847998","4636.58461882365;-451.557482808567;1997.53543006836","2667.11551655743;-4578.02059768206;4020.77382847998","4636.58461882365;-451.557482808567;1997.53543006836","2667.11551655743;-4578.02059768206;4020.77382847998","4636.58461882365;-451.557482808567;1997.53543006836",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A461,1,463,"2685.69369049022;1007.78727821895;1133.7691620477","5000;1000.775202406;1139.47708819548","2685.69369049022;1007.78727821895;1133.7691620477","7685.65553305776;992.637982139224;1146.10089740262","2685.69369049022;1007.78727821895;1133.7691620477","5000;1000.775202406;1139.47708819548",2314.3239712419,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A461,2,463,"2685.69369049022;1007.78727821895;1133.7691620477","5000;1000.775202406;1139.47708819548","2685.69369049022;1007.78727821895;1133.7691620477","7685.65553305776;992.637982139224;1146.10089740262","-5000;1000.775202406;1139.47708819548","-2314.34446694224;992.637982139224;1146.10089740262",2685.6760287581,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A462,1,464,"2697.46785066112;-338.839092535151;1065.68879817128","5000;-2897.59141411251;288.901642274303","2697.46785066112;-338.839092535151;1065.68879817128","5959.9753000578;-3964.39042857365;-34.957672036402","2697.46785066112;-338.839092535151;1065.68879817128","5000;-2897.59141411251;288.901642274303",3528.7768458041,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A462,2,464,"2697.46785066112;-338.839092535151;1065.68879817128","5000;-2897.59141411251;288.901642274303","2697.46785066112;-338.839092535151;1065.68879817128","5959.9753000578;-3964.39042857365;-34.957672036402","-5000;-2897.59141411251;288.901642274303","-4040.0246999422;-3964.39042857365;-34.9576720364021",1471.2231541959,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A463,1,465,"2729.34719896387;4049.13681900675;956.225516721766","5000;3661.40876230168;200.799658762158","2729.34719896387;4049.13681900675;956.225516721766","7412.60283374673;3249.44185661583;-601.851704214716","2729.34719896387;4049.13681900675;956.225516721766","5000;3661.40876230168;200.799658762158",2424.22470404117,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A463,2,465,"2729.34719896387;4049.13681900675;956.225516721766","5000;3661.40876230168;200.799658762158","2729.34719896387;4049.13681900675;956.225516721766","7412.60283374673;3249.44185661583;-601.851704214716","-5000;3661.40876230168;200.799658762158","-2587.39716625327;3249.44185661583;-601.851704214716",2575.77529595882,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A464,1,466,"2739.00510336012;-930.100019087671;-1850.99938562975","5000;-2285.37593637789;-1294.23920020719","2739.00510336012;-930.100019087671;-1850.99938562975","6935.00623321063;-3445.24911945059;-817.75230906152","2739.00510336012;-930.100019087671;-1850.99938562975","5000;-2285.37593637789;-1294.23920020719",2694.22579578813,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A464,2,466,"2739.00510336012;-930.100019087671;-1850.99938562975","5000;-2285.37593637789;-1294.23920020719","2739.00510336012;-930.100019087671;-1850.99938562975","6935.00623321063;-3445.24911945059;-817.75230906152","-5000;-2285.37593637789;-1294.23920020719","-3064.99376678937;-3445.24911945059;-817.75230906152",2305.77420421187,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A465,1,467,"2749.70994887475;4109.09927983667;5000","4042.54040666104;4661.45590507464;4543.30808385988","4042.54040666104;4661.45590507464;4543.30808385988","-330.447858179859;2793.11421678495;6088.06468972458","4042.54040666104;4661.45590507464;4543.30808385988","2749.70994887475;4109.09927983667;5000",1478.20023687318,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A465,2,467,"2749.70994887475;4109.09927983667;5000","4042.54040666104;4661.45590507464;4543.30808385988","4042.54040666104;4661.45590507464;4543.30808385988","-330.447858179859;2793.11421678495;6088.06468972458","2749.70994887475;4109.09927983667;-5000","-330.447858179859;2793.11421678495;-3911.93531027542",3521.79976312682,"-0;-0;-10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A466,1,468,"2758.88857697661;-704.7833732692;-1028.25735121264","5000;-731.749344336892;-1448.85070583919","2758.88857697661;-704.7833732692;-1028.25735121264","7672.75294742295;-763.909003116403;-1950.45099072288","2758.88857697661;-704.7833732692;-1028.25735121264","5000;-731.749344336892;-1448.85070583919",2280.39609365513,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A466,2,468,"2758.88857697661;-704.7833732692;-1028.25735121264","5000;-731.749344336892;-1448.85070583919","2758.88857697661;-704.7833732692;-1028.25735121264","7672.75294742295;-763.909003116403;-1950.45099072288","-5000;-731.749344336892;-1448.85070583919","-2327.24705257705;-763.909003116403;-1950.45099072288",2719.60390634487,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A467,1,469,"2788.07639586735;-851.58184383468;-2831.56760893294","3618.82653707032;-5000;-3859.51850674994","2788.07639586735;-851.58184383468;-2831.56760893294","3742.11239753227;-5615.63793561111;-4012.0695623134","2788.07639586735;-851.58184383468;-2831.56760893294","3618.82653707032;-5000;-3859.51850674994",4353.87207481267,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A467,2,469,"2788.07639586735;-851.58184383468;-2831.56760893294","3618.82653707032;-5000;-3859.51850674994","2788.07639586735;-851.58184383468;-2831.56760893294","3742.11239753227;-5615.63793561111;-4012.0695623134","3618.82653707032;5000;-3859.51850674994","3742.11239753227;4384.36206438889;-4012.0695623134",646.127925187328,"-0;10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A468,1,470,"2791.90602670714;2133.65164203677;1194.55740686684","3693.01715076149;892.951182923789;-3564.50354177233","2791.90602670714;2133.65164203677;1194.55740686684","3693.01715076149;892.951182923789;-3564.50354177233","2791.90602670714;2133.65164203677;1194.55740686684","3693.01715076149;892.951182923789;-3564.50354177233",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A471,1,473,"2927.57745307206;-1630.19458096303;3201.81323756936","5000;-1332.26025692466;4449.60978106156","2927.57745307206;-1630.19458096303;3201.81323756936","7178.9546405909;-1019.01073215133;5761.54883180484","2927.57745307206;-1630.19458096303;3201.81323756936","5000;-1332.26025692466;4449.60978106156",2437.3543625018,"-0;-0;-0","X>Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A471,2,473,"2927.57745307206;-1630.19458096303;3201.81323756936","5000;-1332.26025692466;4449.60978106156","2927.57745307206;-1630.19458096303;3201.81323756936","7178.9546405909;-1019.01073215133;5761.54883180484","-5000;-1332.26025692466;4449.60978106156","-4085.87573408056;-1200.84449151644;5000",1075.09193562397,"-10000;-0;-0","X>Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A471,3,473,"2927.57745307206;-1630.19458096303;3201.81323756936","5000;-1332.26025692466;4449.60978106156","2927.57745307206;-1630.19458096303;3201.81323756936","7178.9546405909;-1019.01073215133;5761.54883180484","-4085.87573408056;-1200.84449151644;-5000","-2821.0453594091;-1019.01073215133;-4238.45116819516",1487.55370187423,"-10000;-0;-10000","X>Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A472,1,474,"2961.59336833087;2963.39287976499;931.959038464292","5000;-283.275356566054;933.891906571597","2961.59336833087;2963.39287976499;931.959038464292","5620.24752925451;-1271.17341410156;934.480040778632","2961.59336833087;2963.39287976499;931.959038464292","5000;-283.275356566055;933.891906571597",3833.53100532821,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A472,2,474,"2961.59336833087;2963.39287976499;931.959038464292","5000;-283.275356566054;933.891906571597","2961.59336833087;2963.39287976499;931.959038464292","5620.24752925451;-1271.17341410156;934.480040778632","-5000;-283.275356566055;933.891906571597","-4379.75247074549;-1271.17341410156;934.480040778632",1166.46899467179,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A473,1,475,"2974.91581199981;-3209.11843150307;-2619.21472521137","3585.07779964407;-5000;-2721.12122547492","2974.91581199981;-3209.11843150307;-2619.21472521137","4585.08530857369;-7935.1140391668;-2888.13796453095","2974.91581199981;-3209.11843150307;-2619.21472521137","3585.07779964407;-5000;-2721.12122547492",1894.71353463894,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A473,2,475,"2974.91581199981;-3209.11843150307;-2619.21472521137","3585.07779964407;-5000;-2721.12122547492","2974.91581199981;-3209.11843150307;-2619.21472521137","4585.08530857369;-7935.1140391668;-2888.13796453095","3585.07779964407;5000;-2721.12122547492","4585.08530857369;2064.8859608332;-2888.13796453095",3105.28646536106,"-0;10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A474,1,476,"3008.20482287106;4343.44127097059;-1074.47554257819","3462.77599720371;5000;-1569.82806180915","3008.20482287106;4343.44127097059;-1074.47554257819","5426.85053623706;7836.80610623826;-3710.10735315636","3008.20482287106;4343.44127097059;-1074.47554257819","3462.77599720371;5000;-1569.82806180915",939.722531126788,"-0;-0;-0","Y>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A474,2,476,"3008.20482287106;4343.44127097059;-1074.47554257819","3462.77599720371;5000;-1569.82806180915","3008.20482287106;4343.44127097059;-1074.47554257819","5426.85053623706;7836.80610623826;-3710.10735315636","3462.77599720371;-5000;-1569.82806180915","5000;-2779.71438908078;-3244.96239808849",3177.86105319442,"-0;-10000;-0","Y>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A474,3,476,"3008.20482287106;4343.44127097059;-1074.47554257819","3462.77599720371;5000;-1569.82806180915","3008.20482287106;4343.44127097059;-1074.47554257819","5426.85053623706;7836.80610623826;-3710.10735315636","-5000;-2779.71438908078;-3244.96239808849","-4573.14946376294;-2163.19389376174;-3710.10735315636",882.416415678787,"-10000;-10000;-0","Y>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A475,1,477,"3077.34290090167;431.497648713124;5000","3199.88876507242;-0.740609172570657;4222.60849868138","3199.88876507242;-0.740609172570657;4222.60849868138","2517.46943394691;2406.25814863305;8551.65698956577","3199.88876507242;-0.740609172570657;4222.60849868138","3077.34290090167;431.497648713124;5000",897.878024415251,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A475,2,477,"3077.34290090167;431.497648713124;5000","3199.88876507242;-0.740609172570657;4222.60849868138","3199.88876507242;-0.740609172570657;4222.60849868138","2517.46943394691;2406.25814863305;8551.65698956577","3077.34290090167;431.497648713124;-5000","2517.46943394691;2406.25814863305;-1448.34301043423",4102.12197558475,"-0;-0;-10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A476,1,478,"3130.05601284577;5000;-3802.87634223128","3997.23654816611;1327.56862115095;-1116.33523242271","3997.23654816611;1327.56862115095;-1116.33523242271","3061.17902144353;5291.68784838194;-4016.25851743622","3997.23654816611;1327.56862115095;-1116.33523242271","3130.05601284577;5000;-3802.87634223128",4632.08996543516,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A476,2,478,"3130.05601284577;5000;-3802.87634223128","3997.23654816611;1327.56862115095;-1116.33523242271","3997.23654816611;1327.56862115095;-1116.33523242271","3061.17902144353;5291.68784838194;-4016.25851743622","3130.05601284577;-5000;-3802.87634223128","3061.17902144353;-4708.31215161806;-4016.25851743622",367.910034564844,"-0;-10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A477,1,479,"3211.34287959151;-2934.55467460003;-1233.640012785","5000;-2691.57323766101;-1126.55329185837","3211.34287959151;-2934.55467460003;-1233.640012785","8157.14097762455;-2262.6891085513;-937.535580783764","3211.34287959151;-2934.55467460003;-1233.640012785","5000;-2691.57323766101;-1126.55329185837",1808.25933949856,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A477,2,479,"3211.34287959151;-2934.55467460003;-1233.640012785","5000;-2691.57323766101;-1126.55329185837","3211.34287959151;-2934.55467460003;-1233.640012785","8157.14097762455;-2262.6891085513;-937.535580783764","-5000;-2691.57323766101;-1126.55329185837","-1842.85902237545;-2262.6891085513;-937.535580783764",3191.74066050144,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A478,1,480,"3254.19399524487;1204.43391370058;-3055.72089647054","5000;2103.41205632157;-2260.48027008985","3254.19399524487;1204.43391370058;-3055.72089647054","7374.40848672919;3326.08016801862;-1178.90185466047","3254.19399524487;1204.43391370058;-3055.72089647054","5000;2103.41205632157;-2260.48027008985",2118.58631190606,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A478,2,480,"3254.19399524487;1204.43391370058;-3055.72089647054","5000;2103.41205632157;-2260.48027008985","3254.19399524487;1204.43391370058;-3055.72089647054","7374.40848672919;3326.08016801862;-1178.90185466047","-5000;2103.41205632157;-2260.48027008985","-2625.59151327081;3326.08016801862;-1178.90185466047",2881.41368809394,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A479,1,481,"3332.26597756176;-711.651708220177;-977.579563814859","5000;127.505239762082;-1252.26830164535","3332.26597756176;-711.651708220177;-977.579563814859","7751.14719131134;1511.80528368368;-1705.40359744172","3332.26597756176;-711.651708220177;-977.579563814859","5000;127.505239762082;-1252.26830164535",1887.05459794778,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A479,2,481,"3332.26597756176;-711.651708220177;-977.579563814859","5000;127.505239762082;-1252.26830164535","3332.26597756176;-711.651708220177;-977.579563814859","7751.14719131134;1511.80528368368;-1705.40359744172","-5000;127.505239762082;-1252.26830164535","-2248.85280868866;1511.80528368368;-1705.40359744172",3112.94540205222,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A480,1,482,"3349.07042751365;-1449.86954706891;1910.41866420061","5000;-2602.2578268195;2880.14555663","3349.07042751365;-1449.86954706891;1910.41866420061","7042.90126159397;-4028.25170916487;4080.1097010496","3349.07042751365;-1449.86954706891;1910.41866420061","5000;-2602.2578268195;2880.14555663",2234.71193815159,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A480,2,482,"3349.07042751365;-1449.86954706891;1910.41866420061","5000;-2602.2578268195;2880.14555663","3349.07042751365;-1449.86954706891;1910.41866420061","7042.90126159397;-4028.25170916487;4080.1097010496","-5000;-2602.2578268195;2880.14555663","-2957.09873840603;-4028.25170916487;4080.1097010496",2765.28806184841,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A481,1,483,"3365.03372627464;-605.81295403721;3011.27643085366","5000;-514.068744165381;4019.84708744789","3365.03372627464;-605.81295403721;3011.27643085366","7615.64627470073;-367.294829233285;5633.37522138438","3365.03372627464;-605.81295403721;3011.27643085366","5000;-514.068744165381;4019.84708744789",1923.21254301424,"-0;-0;-0","X>Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A481,2,483,"3365.03372627464;-605.81295403721;3011.27643085366","5000;-514.068744165381;4019.84708744789","3365.03372627464;-605.81295403721;3011.27643085366","7615.64627470073;-367.294829233285;5633.37522138438","-5000;-514.068744165381;4019.84708744789","-3411.10095297854;-424.909542548986;5000",1869.02361591366,"-10000;-0;-0","X>Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A481,3,483,"3365.03372627464;-605.81295403721;3011.27643085366","5000;-514.068744165381;4019.84708744789","3365.03372627464;-605.81295403721;3011.27643085366","7615.64627470073;-367.294829233285;5633.37522138438","-3411.10095297854;-424.909542548986;-5000","-2384.35372529927;-367.294829233285;-4366.62477861562",1207.7638410721,"-10000;-0;-10000","X>Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A482,1,484,"3381.85542786493;-2559.68555181577;-734.934673134409","5000;-1568.74135130602;-712.470563064057","3381.85542786493;-2559.68555181577;-734.934673134409","7645.52745964923;51.3673451435477;-675.743671616228","3381.85542786493;-2559.68555181577;-734.934673134409","5000;-1568.74135130602;-712.470563064057",1897.59503084703,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A482,2,484,"3381.85542786493;-2559.68555181577;-734.934673134409","5000;-1568.74135130602;-712.470563064057","3381.85542786493;-2559.68555181577;-734.934673134409","7645.52745964923;51.3673451435477;-675.743671616228","-5000;-1568.74135130602;-712.470563064057","-2354.47254035077;51.3673451435479;-675.743671616228",3102.40496915297,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A483,1,485,"3389.22068789153;2270.03689230683;645.133714541248","4142.41065939442;889.314218774148;5000","3389.22068789153;2270.03689230683;645.133714541248","4202.56947419117;779.033090844388;5347.83202677109","3389.22068789153;2270.03689230683;645.133714541248","4142.41065939442;889.314218774148;5000",4630.17824695822,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A483,2,485,"3389.22068789153;2270.03689230683;645.133714541248","4142.41065939442;889.314218774148;5000","3389.22068789153;2270.03689230683;645.133714541248","4202.56947419117;779.033090844388;5347.83202677109","4142.41065939442;889.314218774148;-5000","4202.56947419117;779.033090844388;-4652.16797322891",369.821753041782,"-0;-0;-10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A484,1,486,"3396.69722447229;2466.46467800159;3432.60710269445","3582.15960574464;-547.671098362899;-552.438596764017","3396.69722447229;2466.46467800159;3432.60710269445","3582.15960574464;-547.671098362899;-552.438596764017","3396.69722447229;2466.46467800159;3432.60710269445","3582.15960574464;-547.671098362899;-552.438596764017",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A485,1,487,"3442.30249221077;-4498.08055405593;3039.05232600151","5000;-4519.66210305138;3025.31565018178","3442.30249221077;-4498.08055405593;3039.05232600151","8441.62832332588;-4567.3450902248;2994.96538491325","3442.30249221077;-4498.08055405593;3039.05232600151","5000;-4519.66210305138;3025.31565018178",1557.90756635058,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A485,2,487,"3442.30249221077;-4498.08055405593;3039.05232600151","5000;-4519.66210305138;3025.31565018178","3442.30249221077;-4498.08055405593;3039.05232600151","8441.62832332588;-4567.3450902248;2994.96538491325","-5000;-4519.66210305138;3025.31565018178","-1558.37167667412;-4567.3450902248;2994.96538491325",3442.09243364942,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A487,1,489,"3465.18583464852;2343.86674548717;4333.74941344652","3771.44232067619;1502.87741477568;-585.492795511629","3465.18583464852;2343.86674548717;4333.74941344652","3771.44232067619;1502.87741477568;-585.492795511629","3465.18583464852;2343.86674548717;4333.74941344652","3771.44232067619;1502.87741477568;-585.492795511629",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A489,1,491,"3509.60898672962;2590.92582646438;-3055.11953957641","5000;2297.16565005442;-2351.88553803245","3509.60898672962;2590.92582646438;-3055.11953957641","7961.3360595183;1713.47815093002;-954.593023176367","3509.60898672962;2590.92582646438;-3055.11953957641","5000;2297.16565005442;-2351.88553803245",1673.94697484988,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A489,2,491,"3509.60898672962;2590.92582646438;-3055.11953957641","5000;2297.16565005442;-2351.88553803245","3509.60898672962;2590.92582646438;-3055.11953957641","7961.3360595183;1713.47815093002;-954.593023176367","-5000;2297.16565005442;-2351.88553803245","-2038.6639404817;1713.47815093002;-954.593023176367",3326.05302515012,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A490,1,492,"3512.87592410012;-3908.89270220084;833.536155343552","5000;-3934.96314704756;923.476102249517","3512.87592410012;-3908.89270220084;833.536155343552","8502.99267633444;-3996.37334061973;1135.33399657542","3512.87592410012;-3908.89270220084;833.536155343552","5000;-3934.96314704756;923.476102249517",1490.06942095495,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A490,2,492,"3512.87592410012;-3908.89270220084;833.536155343552","5000;-3934.96314704756;923.476102249517","3512.87592410012;-3908.89270220084;833.536155343552","8502.99267633444;-3996.37334061973;1135.33399657542","-5000;-3934.96314704756;923.476102249517","-1497.00732366556;-3996.37334061973;1135.33399657542",3509.93057904505,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A491,1,493,"3529.52302702487;-1770.42110056799;-1042.75460219955","5000;-1730.49364760457;-1584.90290947253","3529.52302702487;-1770.42110056799;-1042.75460219955","8219.30941139707;-1643.08063301095;-2771.82605077521","3529.52302702487;-1770.42110056799;-1042.75460219955","5000;-1730.49364760457;-1584.90290947253",1567.74408518393,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A491,2,493,"3529.52302702487;-1770.42110056799;-1042.75460219955","5000;-1730.49364760457;-1584.90290947253","3529.52302702487;-1770.42110056799;-1042.75460219955","8219.30941139707;-1643.08063301095;-2771.82605077521","-5000;-1730.49364760457;-1584.90290947253","-1780.69058860293;-1643.08063301095;-2771.82605077521",3432.25591481607,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A492,1,494,"3577.94567223215;-517.485852962534;3925.85781203698","3594.70813274764;-679.216648260341;5000","3577.94567223215;-517.485852962534;3925.85781203698","3655.09398305123;-1261.8430225512;8869.53868181607","3577.94567223215;-517.485852962534;3925.85781203698","3594.70813274764;-679.216648260341;5000",1086.37897171852,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A492,2,494,"3577.94567223215;-517.485852962534;3925.85781203698","3594.70813274764;-679.216648260341;5000","3577.94567223215;-517.485852962534;3925.85781203698","3655.09398305123;-1261.8430225512;8869.53868181607","3594.70813274764;-679.216648260341;-5000","3655.09398305123;-1261.8430225512;-1130.46131818393",3913.62102828149,"-0;-0;-10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A493,1,495,"3585.07779964407;5000;-2721.12122547492","4585.08530857369;2064.88596083319;-2888.13796453094","4585.08530857369;2064.88596083319;-2888.13796453094","2974.91581199982;6790.88156849692;-2619.21472521138","4585.08530857369;2064.88596083319;-2888.13796453094","3585.07779964407;5000;-2721.12122547492",3105.28646536107,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A493,2,495,"3585.07779964407;5000;-2721.12122547492","4585.08530857369;2064.88596083319;-2888.13796453094","4585.08530857369;2064.88596083319;-2888.13796453094","2974.91581199982;6790.88156849692;-2619.21472521138","3585.07779964407;-5000;-2721.12122547492","2974.91581199982;-3209.11843150308;-2619.21472521138",1894.71353463893,"-0;-10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A494,1,496,"3594.70813274764;-679.216648260341;-5000","3655.09398305125;-1261.8430225512;-1130.46131818393","3655.09398305125;-1261.8430225512;-1130.46131818393","3577.94567223214;-517.485852962534;-6074.14218796302","3655.09398305125;-1261.8430225512;-1130.46131818393","3594.70813274764;-679.216648260341;-5000",3913.62102828149,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A494,2,496,"3594.70813274764;-679.216648260341;-5000","3655.09398305125;-1261.8430225512;-1130.46131818393","3655.09398305125;-1261.8430225512;-1130.46131818393","3577.94567223214;-517.485852962534;-6074.14218796302","3594.70813274764;-679.216648260341;5000","3577.94567223214;-517.485852962534;3925.85781203698",1086.37897171851,"-0;-0;10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A495,1,497,"3618.82653707032;5000;-3859.51850674994","3742.11239753227;4384.36206438889;-4012.0695623134","3742.11239753227;4384.36206438889;-4012.0695623134","2788.07639586738;9148.41815616533;-2831.56760893294","3742.11239753227;4384.36206438889;-4012.0695623134","3618.82653707032;5000;-3859.51850674994",646.127925187326,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A495,2,497,"3618.82653707032;5000;-3859.51850674994","3742.11239753227;4384.36206438889;-4012.0695623134","3742.11239753227;4384.36206438889;-4012.0695623134","2788.07639586738;9148.41815616533;-2831.56760893294","3618.82653707032;-5000;-3859.51850674994","2788.07639586738;-851.581843834672;-2831.56760893294",4353.87207481267,"-0;-10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A497,1,499,"3708.81963961953;73.4954595251484;2118.95903323431","5000;1046.11706766861;1788.56189644159","3708.81963961953;73.4954595251484;2118.95903323431","7621.62984041104;3020.94096491726;1117.71913924001","3708.81963961953;73.4954595251484;2118.95903323431","5000;1046.11706766861;1788.56189644159",1649.93993334928,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A497,2,499,"3708.81963961953;73.4954595251484;2118.95903323431","5000;1046.11706766861;1788.56189644159","3708.81963961953;73.4954595251484;2118.95903323431","7621.62984041104;3020.94096491726;1117.71913924001","-5000;1046.11706766861;1788.56189644159","-2378.37015958896;3020.94096491726;1117.71913924001",3350.06006665072,"-10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
